"param_i","rho","n_clust","p","prev_thresh","A","B","K","w"
72,0.05,6,0.17,"prev_thresh3",1805.730183113,1966.05460136613,2109.70283663406,2378.6928621307
73,0.05,6,0.18,"prev_thresh1",5550.04121637185,23700.2009993701,5090.14619588791,6256.28567891516
73,0.05,6,0.18,"prev_thresh2",4402.16998176862,6531.76270918178,5040.13526296824,5351.35626149676
73,0.05,6,0.18,"prev_thresh3",3853.34801719141,4515.35824187218,4135.88749067106,4335.6288967031
74,0.05,6,0.19,"prev_thresh1",1832.9112959725,16669.347036788,2133.22811368981,2915.69158379546
74,0.05,6,0.19,"prev_thresh2",3704.48182899374,4990.09870884657,3510.96274102308,3962.76428640311
74,0.05,6,0.19,"prev_thresh3",3658.41690458906,3972.69795360596,3667.85392484726,3952.86445447676
75,0.05,6,0.2,"prev_thresh1",7174.29484768003,35411.4496292474,6455.56371244949,7753.37770443628
75,0.05,6,0.2,"prev_thresh2",4561.06416328661,9452.30575150584,4357.0717983305,5107.51298765219
75,0.05,6,0.2,"prev_thresh3",3907.59859939981,4755.39963487719,3855.79188314306,4299.4856681024
80,0.05,7,0.1,"prev_thresh1",1831.08170246699,2144.69007615499,2080.61724360859,2413.20158983387
81,0.05,7,0.11,"prev_thresh1",3787.69278135859,4292.50009101476,3692.23150347565,4140.80493816724
82,0.05,7,0.12,"prev_thresh1",3853.21913670761,4800.05248411221,3619.70766674211,4063.10920466017
83,0.05,7,0.13,"prev_thresh1",4343.96244871445,6920.03237238814,4181.40717143666,4643.8614466481
84,0.05,7,0.14,"prev_thresh1",5211.79859719609,8871.80405974727,5163.1904771016,5652.49529080191
84,0.05,7,0.14,"prev_thresh2",2987.31961067597,3117.94013897026,3114.78400118184,3381.50910762192
85,0.05,7,0.15,"prev_thresh1",5304.07340995281,11417.3481440262,5006.78984609073,6036.63129830495
85,0.05,7,0.15,"prev_thresh2",2488.05516211536,2771.24942418356,2592.29449028517,2905.44527901179
86,0.05,7,0.16,"prev_thresh1",1826.79949284192,5336.45658202879,1847.40915301499,2281.5438308233
86,0.05,7,0.16,"prev_thresh2",3642.78379560805,4189.68063616165,3569.73181591145,4149.96802176166
87,0.05,7,0.17,"prev_thresh1",7078.24231516713,32799.9744296927,6477.0309188361,7630.29859129864
87,0.05,7,0.17,"prev_thresh2",3577.79508454804,4357.7576689974,3663.38188914955,4244.24060853152
87,0.05,7,0.17,"prev_thresh3",2157.91580815212,2381.82062374389,2350.79735456067,2717.42533622182
88,0.05,7,0.18,"prev_thresh1",7875.372153928,29084.4103928836,7469.93831604152,9060.99115903011
88,0.05,7,0.18,"prev_thresh2",4524.49260912502,6546.91835985639,4371.44993394702,4827.28219280041
88,0.05,7,0.18,"prev_thresh3",3146.03390850842,3267.94941780418,3097.32641209482,3323.18434510979
89,0.05,7,0.19,"prev_thresh1",2861.94390469333,14747.2093181582,2719.20449089718,3452.36071719364
89,0.05,7,0.19,"prev_thresh2",3364.39365371633,4935.2232765625,3403.40650459713,3892.40506107606
89,0.05,7,0.19,"prev_thresh3",1767.83303738181,2236.903018009,1907.23306556134,2514.04062380414
90,0.05,7,0.2,"prev_thresh1",6722.37393745331,34032.2752205267,4805.92549993023,6096.47554151536
90,0.05,7,0.2,"prev_thresh2",2150.3332601836,5526.3993079141,2312.19449415112,2830.34258793566
90,0.05,7,0.2,"prev_thresh3",2651.5304320082,3654.46755534024,2793.8465999633,3254.38722299717
95,0.05,8,0.1,"prev_thresh1",2186.96675416259,2531.91850253854,2304.12852452721,2686.65218322971
96,0.05,8,0.11,"prev_thresh1",1686.87830341418,2267.57465125356,1941.51287980707,2252.62559180404
97,0.05,8,0.12,"prev_thresh1",2483.51669776969,3172.03608928238,2557.52025850801,2854.32264820778
98,0.05,8,0.13,"prev_thresh1",2220.79882554853,3668.30939890966,2401.31892250193,2844.93147078278
99,0.05,8,0.14,"prev_thresh1",3621.35834955358,6543.40601082364,3205.64650671235,3682.84412767678
99,0.05,8,0.14,"prev_thresh2",1893.79724716721,2122.88165852889,2015.72233476526,2545.15135377663
100,0.05,8,0.15,"prev_thresh1",3967.38204531302,13459.4257746049,3751.13709986129,4327.3174506984
100,0.05,8,0.15,"prev_thresh2",1430.83459802246,1687.52952316267,1534.35249291975,1784.55819153622
101,0.05,8,0.16,"prev_thresh1",1295.41628730168,6736.773548311,1617.01691963078,2290.77217268701
101,0.05,8,0.16,"prev_thresh2",1628.22240105547,1932.15338550021,1704.12972305335,2060.55186419321
101,0.05,8,0.16,"prev_thresh3",2307.08412343457,2472.9549533211,2531.52856035307,2925.42423729794
102,0.05,8,0.17,"prev_thresh1",5672.17327421849,25035.8329579797,4872.80977286835,5714.13499983272
102,0.05,8,0.17,"prev_thresh2",3657.16283490853,4932.86883997474,3485.60357339307,4016.29170435488
102,0.05,8,0.17,"prev_thresh3",2245.04769473937,2673.53427799323,2440.07867448396,2876.83481510171
103,0.05,8,0.18,"prev_thresh1",7257.76364409253,35093.8949292932,6093.09926566441,7150.04731782863
103,0.05,8,0.18,"prev_thresh2",2715.4697326312,4137.88401013976,2670.66011533656,3100.60229605931
103,0.05,8,0.18,"prev_thresh3",2191.82708451266,2584.88059793532,2365.90502009805,2761.88237110025
104,0.05,8,0.19,"prev_thresh1",6525.31085864497,36135.1126082366,4632.9955323197,5401.31923582423
104,0.05,8,0.19,"prev_thresh2",5154.69738397329,12805.8422407682,5010.58121229188,5727.75115132939
104,0.05,8,0.19,"prev_thresh3",2779.08825752737,3334.82949897437,2925.98551766996,3384.55236192735
105,0.05,8,0.2,"prev_thresh1",1043.18052299952,9187.17027867845,1531.92131553856,2841.52588989505
105,0.05,8,0.2,"prev_thresh2",3434.60124993076,21817.0258951394,3425.6085979148,4168.40294627969
105,0.05,8,0.2,"prev_thresh3",2594.89342517832,3810.26801381297,2627.87063285296,3063.78224392765
109,0.05,9,0.09,"prev_thresh1",1430.28379083477,1558.33110960072,1641.12203623068,1967.73184331559
110,0.05,9,0.1,"prev_thresh1",1559.86059170107,1971.99119610129,1695.62015075575,2219.78878085099
111,0.05,9,0.11,"prev_thresh1",3248.18103157095,4052.81420441125,3376.75222913067,3864.51281933233
112,0.05,9,0.12,"prev_thresh1",1735.88269598615,2959.6719600635,1884.54458250384,2457.417902478
113,0.05,9,0.13,"prev_thresh1",2450.27500417614,3964.52800335831,2636.73350521669,3204.79833114963
113,0.05,9,0.13,"prev_thresh2",1656.23048701815,1789.49864434762,1900.91890369362,2207.71563321334
114,0.05,9,0.14,"prev_thresh1",5113.20067621907,13129.7987793627,4841.05980663356,5610.69232166829
114,0.05,9,0.14,"prev_thresh2",3198.01452191814,3587.93664796852,3264.91630024292,3696.59264080633
115,0.05,9,0.15,"prev_thresh1",1388.59039677096,7033.99585677409,1588.29347380053,2120.87506461424
115,0.05,9,0.15,"prev_thresh2",1977.24166388443,2557.8684764515,2125.42007483182,2585.97168355201
116,0.05,9,0.16,"prev_thresh1",2941.43843704283,23446.333583936,2984.31983340719,3681.24782513648
116,0.05,9,0.16,"prev_thresh2",1920.81846680834,2559.78795452135,1954.9335636093,2533.94870027883
116,0.05,9,0.16,"prev_thresh3",1816.48616131007,2105.06714737498,2083.71138524777,2540.9707998649
117,0.05,9,0.17,"prev_thresh1",3138.88894978781,26124.0014896321,2940.50605804392,3722.20968414345
117,0.05,9,0.17,"prev_thresh2",2117.05054007401,3213.050755365,2241.78947221446,2718.43686713137
117,0.05,9,0.17,"prev_thresh3",2991.80342005197,3325.99008678157,3089.84714195079,3396.66832130302
118,0.05,9,0.18,"prev_thresh1",9409.36188287806,35846.6226501568,6713.5364740143,7655.11683675631
118,0.05,9,0.18,"prev_thresh2",1957.41861554378,4461.81560496167,2121.31872482295,2530.46681564169
118,0.05,9,0.18,"prev_thresh3",1931.28607723602,2473.31475106116,2104.63829678313,2523.20568800712
119,0.05,9,0.19,"prev_thresh1",1687.81057076344,13305.3535180471,1935.27406114029,3109.34748280762
119,0.05,9,0.19,"prev_thresh2",1996.0689946453,5949.1965294766,2097.62195354353,2547.33119134196
119,0.05,9,0.19,"prev_thresh3",2071.26204349242,2801.33116059355,2192.0206681908,2558.60116253192
120,0.05,9,0.2,"prev_thresh1",1306.94731047874,7789.91161621685,1821.93739931981,3336.47871319497
120,0.05,9,0.2,"prev_thresh2",2161.41063841533,10162.4553289657,2227.23322551282,2845.99535642634
120,0.05,9,0.2,"prev_thresh3",1933.41896756957,2983.82517413208,1985.80600555775,2395.94923961083
124,0.05,10,0.09,"prev_thresh1",3921.17550398329,4243.60162053795,4128.28238123093,4507.07651819688
125,0.05,10,0.1,"prev_thresh1",2795.45066946474,3176.69477109673,2736.24553760065,3061.9678192968
126,0.05,10,0.11,"prev_thresh1",1995.45562383227,2407.34569795645,2098.67544506043,2333.40607703384
127,0.05,10,0.12,"prev_thresh1",6143.35854048023,11931.551320916,5924.76440905848,7345.47991321437
128,0.05,10,0.13,"prev_thresh1",3079.97898994833,6622.26170931669,3349.31671856905,3906.21582815281
128,0.05,10,0.13,"prev_thresh2",2541.88065070011,2610.28981975297,2680.56538193131,2974.94739003488
129,0.05,10,0.14,"prev_thresh1",7291.4755566344,23813.1088154477,6909.01284627648,8408.89648588411
129,0.05,10,0.14,"prev_thresh2",3482.58078366925,3775.99632188727,3432.02212070317,3860.56080850451
130,0.05,10,0.15,"prev_thresh1",8316.43203219249,31116.7648926984,7777.24216484782,9185.69872139639
130,0.05,10,0.15,"prev_thresh2",2344.68638852887,2729.70179917865,2376.19730455541,2590.09189678151
131,0.05,10,0.16,"prev_thresh1",16979.9412591936,39165.609685189,14228.0856384671,16156.0207966255
131,0.05,10,0.16,"prev_thresh2",3036.70412376213,3760.39152931358,3017.22859595807,3369.03979937934
131,0.05,10,0.16,"prev_thresh3",1578.45150323934,1797.47126591422,1749.72832802832,2107.93929214387
132,0.05,10,0.17,"prev_thresh1",11359.9171309248,38211.5330674104,7086.68265888362,8519.7851844846
132,0.05,10,0.17,"prev_thresh2",3618.40838191663,6080.41018523208,3307.09442302706,3829.70846660842
132,0.05,10,0.17,"prev_thresh3",2382.49165768689,2959.22614639853,2675.9556707762,3221.17744639654
133,0.05,10,0.18,"prev_thresh1",1036.76116731961,8071.07931504757,1333.68186374587,2338.4105415606
133,0.05,10,0.18,"prev_thresh2",3503.90999681506,8047.38168636343,3317.30182436473,3838.49588210983
133,0.05,10,0.18,"prev_thresh3",3117.44841850473,3965.39817062634,3085.51755188434,3616.48889646606
134,0.05,10,0.19,"prev_thresh1",1945.53356730785,9903.77595862615,2613.73984630888,5103.65039734072
134,0.05,10,0.19,"prev_thresh2",3787.9399541663,12837.8701971737,3397.71197653428,4007.65783776491
134,0.05,10,0.19,"prev_thresh3",2943.61832186078,3988.57436603532,3015.31205276189,3521.40248396168
135,0.05,10,0.2,"prev_thresh1",8635.00912384881,39403.4378940722,10166.397452885,10997.7715094032
135,0.05,10,0.2,"prev_thresh2",4934.83114298766,23410.054430949,4144.61398484965,4698.25482978686
135,0.05,10,0.2,"prev_thresh3",2241.47402902596,3996.08576177806,2242.58687307738,2681.62358641896
139,0.05,15,0.09,"prev_thresh1",2717.31661330634,3041.91876212684,2714.47691133452,3079.69581727707
140,0.05,15,0.1,"prev_thresh1",3215.95484928022,4775.97865395023,3406.38634201789,3956.29307026938
141,0.05,15,0.11,"prev_thresh1",3518.73680046054,6493.11658378675,3315.3508825282,3834.26588970692
142,0.05,15,0.12,"prev_thresh1",1422.96362082774,4944.37143071467,1665.1155619832,2263.210759562
142,0.05,15,0.12,"prev_thresh2",2589.07511820466,2751.34732957643,2781.3087627207,3145.22392941429
143,0.05,15,0.13,"prev_thresh1",2465.67789216301,12154.1691770458,2512.73879631378,3077.65483608422
143,0.05,15,0.13,"prev_thresh2",1993.14194528642,2334.2756436423,2119.43012623969,2517.64695708689
144,0.05,15,0.14,"prev_thresh1",1341.17988561775,8964.46169071408,1530.88022322906,2363.69343548986
144,0.05,15,0.14,"prev_thresh2",3228.65200413288,3829.25404491504,3227.19200666964,3588.29675935549
145,0.05,15,0.15,"prev_thresh1",27809.6665367367,42812.3774915993,17293.3452202695,16818.0742974178
145,0.05,15,0.15,"prev_thresh2",1959.82687815066,3043.31604598915,2232.81399970762,2696.5637724837
145,0.05,15,0.15,"prev_thresh3",2214.61395982627,2391.72619039616,2374.80769760496,2595.77362734673
146,0.05,15,0.16,"prev_thresh1",1267.12732072472,10957.9054435453,1822.18008418299,3798.26761718583
146,0.05,15,0.16,"prev_thresh2",2362.41210627196,6348.6777357477,2589.87410806559,3107.47880794784
146,0.05,15,0.16,"prev_thresh3",2092.52416192895,2564.20192971378,2214.75643439486,2547.56926089551
147,0.05,15,0.17,"prev_thresh1",1119.09553263439,10657.2631996221,1865.13648025286,4013.92721926065
147,0.05,15,0.17,"prev_thresh2",4586.12371189962,13893.1727301386,3949.52676447065,4512.68302515292
147,0.05,15,0.17,"prev_thresh3",1823.76755703619,2456.57029436265,1889.23022106553,2215.16232833076
148,0.05,15,0.18,"prev_thresh1",1579.93046097302,8212.08781083062,2111.49508045735,4924.10614619303
148,0.05,15,0.18,"prev_thresh2",2878.83135281415,24983.4697193997,2829.05639648632,3644.64284114907
148,0.05,15,0.18,"prev_thresh3",1675.57879361863,2983.71414091493,1813.63577888251,2156.85698046093
149,0.05,15,0.19,"prev_thresh1",2697.51110265111,14864.2295675203,3121.30073062031,5994.98441353027
149,0.05,15,0.19,"prev_thresh2",6437.40394838173,28351.4526309737,5494.06444906888,6190.91114846406
149,0.05,15,0.19,"prev_thresh3",4338.35145255598,13670.5157808349,4044.23723348511,4606.72546090987
150,0.05,15,0.2,"prev_thresh1",1929.34119228149,9208.4310810141,2458.24132672944,8730.75082270002
150,0.05,15,0.2,"prev_thresh2",1649.54572534707,7065.89689105609,2027.57331733448,3855.48794980471
150,0.05,15,0.2,"prev_thresh3",4880.2880635103,27020.1602826761,4610.05308290789,5533.62022456567
153,0.05,20,0.08,"prev_thresh1",1369.11222440261,1561.9634118579,1455.30211603543,1795.03748917893
154,0.05,20,0.09,"prev_thresh1",2042.03325797675,2579.92847150103,2138.99961826877,2561.93561243552
155,0.05,20,0.1,"prev_thresh1",2147.39854581477,3678.62595580529,2163.40262876162,2548.56868750861
156,0.05,20,0.11,"prev_thresh1",4759.72018200094,18732.0655283902,4362.09430975113,4703.90168207888
157,0.05,20,0.12,"prev_thresh1",1618.33262446979,12825.6762658431,1921.02969707454,2598.87283197662
157,0.05,20,0.12,"prev_thresh2",2106.50269747551,2550.81485823344,2268.82014140017,3133.4464549906
158,0.05,20,0.13,"prev_thresh1",1143.81467990886,12096.5584480644,1561.19712141644,2631.99565624438
158,0.05,20,0.13,"prev_thresh2",1896.95714560557,2606.28152946725,2066.08644355542,2432.3073386187
159,0.05,20,0.14,"prev_thresh1",7714.51376156025,35445.0507318475,7084.56841507013,11432.0586063402
159,0.05,20,0.14,"prev_thresh2",3121.08243270343,4082.26934762171,3117.18909727331,3510.66895256405
159,0.05,20,0.14,"prev_thresh3",4127.83935607057,4255.57096130644,4257.63229921542,4583.13004626716
160,0.05,20,0.15,"prev_thresh1",1290.18970434432,11338.981537864,1787.94911189791,3846.7740254764
160,0.05,20,0.15,"prev_thresh2",3294.33702274917,6662.98013170183,3232.48684798592,3787.12356830147
160,0.05,20,0.15,"prev_thresh3",2320.13299618547,2751.75722674147,2486.83333698409,2878.56617011481
161,0.05,20,0.16,"prev_thresh1",1193.5587537236,8429.05145068951,1726.89856915193,4118.04731312289
161,0.05,20,0.16,"prev_thresh2",1996.42203196761,11024.7422835471,2091.06096324433,2558.1097610898
161,0.05,20,0.16,"prev_thresh3",1817.10822937444,2485.01638108787,1913.49957985495,2340.91506614066
162,0.05,20,0.17,"prev_thresh1",2790.46618947398,23046.7725245752,3697.39603727775,6665.83313570103
162,0.05,20,0.17,"prev_thresh2",1666.82691344941,11003.822275083,2026.28291030287,2890.60084667501
162,0.05,20,0.17,"prev_thresh3",1732.37211052157,3316.01355570259,1949.83028407547,2437.82226854595
163,0.05,20,0.18,"prev_thresh1",2018.26477728383,11431.8052038026,2350.99922789775,6711.30361265489
163,0.05,20,0.18,"prev_thresh2",2305.67311604924,13234.0773329473,2750.30366435807,3932.30906464315
163,0.05,20,0.18,"prev_thresh3",3861.19619753301,11968.4978806614,3612.77203853053,4217.3984091566
164,0.05,20,0.19,"prev_thresh1",1890.25050178152,8460.8213147271,2087.96654299063,8305.77919798688
164,0.05,20,0.19,"prev_thresh2",1412.95191172337,12841.5425750922,2095.98964801859,3431.74462837939
164,0.05,20,0.19,"prev_thresh3",5558.07706181903,36788.7937772877,4955.55678423133,5849.72203051322
165,0.05,20,0.2,"prev_thresh1",1706.35184325264,10339.4391884015,2598.29983647212,7346.23224973366
165,0.05,20,0.2,"prev_thresh2",2239.21422827718,21301.7555730932,3080.03425783894,5381.63618456249
165,0.05,20,0.2,"prev_thresh3",3282.14948118432,24018.6361663669,3031.80647779174,3734.87440170914
